1,1,0.0013572588795796037
1,2,0.0007064411183819175
1,3,0.0012679427163675427
1,4,0.0006983356433920562
1,5,0.0008695457363501191
1,6,0.0009122018236666918
1,7,0.0008887570584192872
1,8,0.0008809128776192665
1,9,0.0008593043312430382
1,1,0.0009557411540299654
1,2,0.0008824308170005679
1,3,0.0008978017140179873
1,4,0.0008680737228132784
1,5,0.0008847379358485341
1,6,0.0007465156959369779
1,7,0.0008527114987373352
1,8,0.0006805840530432761
1,9,0.0009531262912787497
1,10,0.0007473623845726252
1,11,0.0007650819607079029
1,12,0.0010377309517934918
1,13,0.0007504415698349476
1,14,0.0005890864413231611
1,15,0.0006924128392711282
1,16,0.0006122546619735658
1,17,0.0006643979577347636
1,18,0.0003902885364368558
1,19,0.0006641327636316419
1,20,0.00043159298365935683
1,21,0.0006446731858886778
1,22,0.0001899759954540059
1,23,0.0005086678429506719
1,24,0.000670243171043694
1,25,0.000502511509694159
1,26,0.0004947349079884589
1,27,0.000320673716487363
1,28,0.0003255946794524789
1,29,0.00045028887689113617
1,30,0.0003846512991003692
1,31,0.0002901433617807925
1,32,0.00036803982220590115
1,33,0.0002826837298925966
1,34,0.00011471411562524736
1,35,0.0003472934477031231
1,36,0.00029800410266034305
1,37,0.00016238627722486854
1,38,0.00021480237774085253
1,39,0.0004227996105328202
1,40,9.821731509873644e-05
1,41,0.000330553186358884
1,42,0.00012883570161648095
1,43,0.00011348478437867016
1,44,0.0002109206689056009
1,45,0.00020528529421426356
1,46,0.00016678194515407085
1,47,0.00019229200552217662
1,48,0.0001782711478881538
1,49,0.00032642437145113945
1,50,0.00013978543574921787
1,51,0.0001804985076887533
1,52,0.0002111300709657371
1,53,0.00013951328583061695
1,54,8.829613943817094e-05
1,55,0.00011892629117937759
1,56,0.00013265921734273434
1,57,8.80833831615746e-05
1,58,0.00016693276120349765
1,59,0.00014320034824777395
1,60,0.00017708422092255205
1,61,8.544732554582879e-05
1,62,0.00011552509386092424
1,63,0.00010420983016956598
1,64,0.00011786799586843699
1,65,0.0001204756335937418
1,66,0.0001186568770208396
1,67,9.760805551195517e-05
1,68,0.00011123176227556542
1,69,0.00012042641174048185
1,70,9.337550000054762e-05
1,71,0.00011107388127129525
1,72,8.487737795803696e-05
1,73,0.00010308490163879469
1,74,0.00010292139631928876
1,75,0.00011784392700064927
1,76,8.765296661294997e-05
1,77,8.339396299561486e-05
1,78,8.318806067109108e-05
1,79,9.805813169805333e-05
1,80,9.115886496147141e-05
1,81,8.582809823565185e-05
1,82,9.080204472411424e-05
1,83,8.345649257535115e-05
1,84,8.245259232353419e-05
1,85,9.029443026520312e-05
1,86,0.0001229793269885704
1,87,8.45778631628491e-05
1,88,0.00010861887858482078
1,89,8.511608029948547e-05
1,90,9.634696471039206e-05
1,91,8.608952339272946e-05
1,92,8.918027015170082e-05
1,93,8.295233419630677e-05
1,94,0.00012461606820579618
1,95,9.703226533019915e-05
1,96,0.0001177207232103683
1,97,9.657222835812718e-05
1,98,9.503630280960351e-05
1,99,8.404230902669951e-05
1,100,8.604583126725629e-05
